INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000001', 'RD001', TO_TIMESTAMP('2025-05-20 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-21 00:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD001', 1541.48, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000181', 'RD181', TO_TIMESTAMP('2025-03-19 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-19 18:21', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD181', 909.58, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000182', 'RD182', TO_TIMESTAMP('2025-05-09 17:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-09 22:20', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD182', 856.77, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000183', 'RD183', TO_TIMESTAMP('2025-05-04 08:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-04 13:25', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD183', 521.82, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000184', 'RD184', TO_TIMESTAMP('2025-03-21 13:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 19:32', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD184', 1228.91, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000185', 'RD185', TO_TIMESTAMP('2025-03-03 15:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 21:13', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD185', 304.79, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000186', 'RD186', TO_TIMESTAMP('2025-03-15 11:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-15 19:26', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD186', 894.5, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000187', 'RD187', TO_TIMESTAMP('2025-05-28 19:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-28 23:50', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD187', 1010.92, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000188', 'RD188', TO_TIMESTAMP('2025-04-23 06:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-23 08:35', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD188', 597.73, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000189', 'RD189', TO_TIMESTAMP('2025-03-23 10:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-23 13:48', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD189', 992.47, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000190', 'RD190', TO_TIMESTAMP('2025-03-04 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-04 15:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD190', 1740.58, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000191', 'RD191', TO_TIMESTAMP('2025-03-27 15:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-27 20:46', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD191', 1701.16, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000192', 'RD192', TO_TIMESTAMP('2025-04-19 19:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-20 01:59', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD192', 400.58, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000193', 'RD193', TO_TIMESTAMP('2025-05-11 11:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-11 13:37', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD193', 1001.84, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000194', 'RD194', TO_TIMESTAMP('2025-05-21 06:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-21 14:25', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD194', 1765.38, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000195', 'RD195', TO_TIMESTAMP('2025-05-14 17:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-14 22:40', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD195', 315.79, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000196', 'RD196', TO_TIMESTAMP('2025-04-29 16:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-29 23:09', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD196', 608.14, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000197', 'RD197', TO_TIMESTAMP('2025-04-07 19:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-08 02:51', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD197', 1181.8, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000198', 'RD198', TO_TIMESTAMP('2025-05-12 17:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-12 21:11', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD198', 1922.31, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000199', 'RD199', TO_TIMESTAMP('2025-03-09 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-09 13:15', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD199', 1916.08, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000200', 'RD200', TO_TIMESTAMP('2025-03-11 18:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 00:53', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD200', 447.9, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000201', 'RD201', TO_TIMESTAMP('2025-05-10 19:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-10 22:56', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD201', 781.88, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000202', 'RD202', TO_TIMESTAMP('2025-04-23 20:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-23 22:41', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD202', 350.3, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000203', 'RD203', TO_TIMESTAMP('2025-03-02 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-02 14:40', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD203', 1741.35, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000204', 'RD204', TO_TIMESTAMP('2025-04-19 16:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-19 19:16', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD204', 221.79, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000205', 'RD205', TO_TIMESTAMP('2025-04-07 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-07 11:00', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD205', 1573.04, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000206', 'RD206', TO_TIMESTAMP('2025-04-12 06:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-12 09:20', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD206', 1689.47, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000207', 'RD207', TO_TIMESTAMP('2025-04-15 13:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-15 19:33', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD207', 711.93, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000208', 'RD208', TO_TIMESTAMP('2025-05-03 19:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-04 00:27', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD208', 943.04, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000209', 'RD209', TO_TIMESTAMP('2025-04-27 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-27 11:10', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD209', 989.06, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000210', 'RD210', TO_TIMESTAMP('2025-04-19 09:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-19 17:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD210', 560.47, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000211', 'RD211', TO_TIMESTAMP('2025-03-10 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 18:55', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD211', 1500.81, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000212', 'RD212', TO_TIMESTAMP('2025-03-04 14:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-04 18:20', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD212', 606.37, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000213', 'RD213', TO_TIMESTAMP('2025-03-18 08:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 15:20', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD213', 1144.42, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000214', 'RD214', TO_TIMESTAMP('2025-03-02 15:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-02 18:08', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD214', 1163.86, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000215', 'RD215', TO_TIMESTAMP('2025-03-11 12:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-11 16:47', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD215', 968.47, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000216', 'RD216', TO_TIMESTAMP('2025-04-06 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-06 16:34', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD216', 256.05, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000217', 'RD217', TO_TIMESTAMP('2025-04-06 08:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-06 14:57', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD217', 1665.25, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000218', 'RD218', TO_TIMESTAMP('2025-04-29 11:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-29 14:06', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD218', 746.27, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000219', 'RD219', TO_TIMESTAMP('2025-03-01 11:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 19:14', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD219', 1680.83, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000220', 'RD220', TO_TIMESTAMP('2025-04-09 18:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-10 00:44', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD220', 1978.95, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000221', 'RD221', TO_TIMESTAMP('2025-05-16 11:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-16 17:37', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD221', 218.44, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000222', 'RD222', TO_TIMESTAMP('2025-05-22 19:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-23 01:30', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD222', 1509.1, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000223', 'RD223', TO_TIMESTAMP('2025-05-03 17:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-03 22:09', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD223', 723.14, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000224', 'RD224', TO_TIMESTAMP('2025-04-23 14:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-23 18:24', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD224', 1627.02, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000225', 'RD225', TO_TIMESTAMP('2025-03-25 17:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 23:02', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD225', 1931.26, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000226', 'RD226', TO_TIMESTAMP('2025-04-11 20:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-12 02:50', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD226', 1528.8, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000227', 'RD227', TO_TIMESTAMP('2025-05-06 15:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-06 23:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD227', 735.81, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000228', 'RD228', TO_TIMESTAMP('2025-03-06 15:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 19:23', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD228', 1849.82, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000229', 'RD229', TO_TIMESTAMP('2025-05-15 19:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-16 00:54', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD229', 1162.52, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000230', 'RD230', TO_TIMESTAMP('2025-04-18 20:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-19 02:46', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD230', 424.53, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000231', 'RD231', TO_TIMESTAMP('2025-03-16 16:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-16 18:22', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD231', 380.62, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000232', 'RD232', TO_TIMESTAMP('2025-04-08 18:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-09 00:45', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD232', 320.27, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000233', 'RD233', TO_TIMESTAMP('2025-03-30 09:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 14:22', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD233', 988.47, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000234', 'RD234', TO_TIMESTAMP('2025-04-06 13:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-06 19:44', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD234', 1815.98, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000235', 'RD235', TO_TIMESTAMP('2025-03-05 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-05 12:13', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD235', 879.82, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000236', 'RD236', TO_TIMESTAMP('2025-04-02 17:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-02 22:37', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD236', 626.41, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000237', 'RD237', TO_TIMESTAMP('2025-04-01 07:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-01 11:51', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD237', 1177.84, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000238', 'RD238', TO_TIMESTAMP('2025-05-14 09:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-14 13:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD238', 1669.01, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000239', 'RD239', TO_TIMESTAMP('2025-05-19 08:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-19 11:01', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD239', 340.29, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000240', 'RD240', TO_TIMESTAMP('2025-03-20 15:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-20 18:37', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD240', 1089.86, SYSTIMESTAMP, SYSTIMESTAMP);
